GENE_SYMBOL,NUM_PATHWAYS
CXCL14,3
CYP2S1,3
CYP2U1,3
STK3,3
PALS1,3
OCRL,3
PANK1,3
PANK2,3
PANK3,3
NUDT12,3
NUDT13,3
NUDT2,3
CUL4A,3
CTNND1,3
OSTCP2,3
P2RY12,3
AACS,3
P2RY4,3
P2RY6,3
P2RX5,3
P2RX6,3
P2RX7,3
P2RX4,3
UBA1,3
ITK,3
BPGM,3
TYR,3
TYRP1,3
ITPK1,3
KAT5,3
VIM,3
VIP,3
VIPR2,3
VKORC1,3
CHMP1B,3
GDA,3
SESN2,3
VKORC1L1,3
keratin,3
OSM,3
OSMR,3
OSTC,3
beta-defensin 4A,3
glycerol-3-phosphate acyltransferase 2,3
BIRC6,3
CUL4B,3
putative speedy protein E9,2
28S ribosomal RNA,2
40S ribosomal protein S8-like,2
5.8S ribosomal RNA,2
P2RY11,2
P2RY13,2
P2RY14,2
P4HA1,2
P4HA2,2
PABPC1L2A,2
CTSZ,2
CTSW,2
CTSV,2
CTSO,2
CTSH,2
ABCA12,2
AASS,2
ZFYVE9,2
ZFYVE16,2
ZFYVE1,2
ZFP36,2
ABCG1,2
ABCD3,2
ABCD2,2
PABPC4,2
JARID2,2
ISYNA1,2
IST1,2
BMAL1,2
BLVRA,2
RPL10,2
JAML,2
ROBO3,2
ROBO2,2
ROBO1,2
RNPS1,2
KCNJ4,2
U2AF1,2
TYROBP,2
TYRO3,2
IRGM,2
RPL10A,2
RPE65,2
BORCS8-MEF2B,2
BOC,2
BRIP1,2
RPL19,2
RPL18A,2
RPL18,2
KCNJ14,2
KCNJ12,2
KCNJ10,2
KCNJ1,2
RNF7,2
RNF103-CHMP3,2
KCNN3,2
KCNN1,2
RNA5S15,2
RNA5S14,2
UBE2N,2
KCNJ18,2
KCNJ17,2
RPL17-C18orf32,2
RPL17,2
RPL15,2
RPL14,2
RPL13A,2
RPL13,2
RPL12,2
RPL11,2
IRAK2,2
IRAG1,2
RPL10L,2
KCNK5,2
RPL23A,2
RPL23,2
RPL22L1,2
RPL22,2
RPL21,2
RNA5S9,2
RNA5S8,2
RNA5S7,2
RNA5S6,2
RNA5S5,2
RNA5S4,2
RNA5S3,2
RNA5S2,2
RNA5S17,2
RNA5S16,2
RLN1,2
RNA5S13,2
KCNQ3,2
KCNQ2,2
RNA5S12,2
RNA5S11,2
RNA5S10,2
RNA5S1,2
RNA5-8SN5,2
RNA5-8SN4,2
RNA5-8SN3,2
RNA5-8SN2,2
RNA5-8SN1,2
RNA28SN5,2
RNA28SN4,2
RNA28SN3,2
RNA28SN1,2
RNA18SN5,2
INSRR,2
INSL5,2
INSL3,2
INPP5K,2
INPP5J,2
RNA18SN4,2
KHK,2
KIF23,2
KIF22,2
RNA18SN3,2
RNA18SN2,2
RNA18SN1,2
RLN3,2
RLN2,2
TXNDC12,2
TUBG2,2
TUBG1,2
BUB3,2
RPL36,2
RPL35A,2
RPL35,2
RILP,2
RHOH,2
BCL3,2
BCL2L2-PABPN1,2
BCL2L13,2
UBE2NL,2
BDH1,2
KIF3A,2
RNA28SN2,2
RPL30,2
RPL3,2
RPL29,2
RPL28,2
RPL27A,2
RPL27,2
RPL26L1,2
RPL26,2
RPL24,2
IL25,2
RGMA,2
KIR3DS1,2
KIR3DL3,2
RIMKLB,2
RIMKLA,2
BPNT1,2
IL34,2
IL31RA,2
IL31,2
RPL36A,2
C4BPA,2
KIR2DS4,2
KIR2DS3,2
KIR2DS2,2
KIR2DS1,2
KLF4,2
KISS1R,2
KISS1,2
RGS9,2
RPL34,2
RPL32,2
RPL31,2
BUB1B,2
IL26,2
IL17C,2
IL17B,2
KLRK1,2
BCAP31,2
BBOX1,2
UBR4,2
UBQLN4,2
UBQLN3,2
UBQLN2,2
UBQLN1,2
UBE4B,2
BCR,2
KIR2DS5,2
IL37,2
CA14,2
CA13,2
CA12,2
CA1,2
C8orf44-SGK3,2
C4BPB,2
IFNLR1,2
IFNL3,2
KLK3,2
KLK2,2
KLK1,2
REV3L,2
REST,2
RENBP,2
KPNB1,2
KMT2B,2
RPL38,2
IFNL2,2
IFNL1,2
IHH,2
IL17RE,2
IL17RB,2
CA3,2
KMT5C,2
KMT5B,2
KMT5A,2
KMT2E,2
KMT2C,2
KLRC4-KLRK1,2
KLRC3,2
KLRC2,2
IL13RA2,2
CADM3,2
CADM1,2
IFI16,2
KRIT1,2
IGBP1,2
CAB39L,2
CAB39,2
CA9,2
CA8,2
CA7,2
CA6,2
CA5B,2
CA5A,2
IFT57,2
RPL3L,2
RPL39,2
RPL8,2
RPL7A,2
RPL7,2
RPL6,2
RPL5,2
RPL41,2
RPL4,2
IDE,2
RDH8,2
RDH5,2
RDH16,2
RDH10,2
RPL37A,2
RPL37,2
RPL36AL,2
RPL36A-HNRNPH2,2
CAMKMT,2
TSLP,2
ID4,2
ID3,2
ICOSLG,2
ICOS ligand,2
CALCRL,2
HYKK,2
L2HGDH,2
UCN3,2
UCN2,2
UCN,2
UCHL1,2
IDI2,2
RPLP0,2
RPL9,2
HSD3B7,2
RPS14,2
RPS13,2
RPS12,2
RPS11,2
RPS10-NUDT3,2
RPS10,2
RPLP2,2
RPLP1,2
RBBP7,2
RASSF6,2
B3GALT2,2
RBKS,2
HYI,2
HUWE1,2
IDI1,2
CARNMT1,2
TRRAP,2
TRPV6,2
TRPV5,2
RPS15A,2
RPS15,2
B4GALNT4,2
B4GALNT3,2
BAMBI,2
LALBA,2
L3HYPDH,2
LANCL1,2
LAMTOR3,2
RASGRF2,2
HSPA9,2
HTT,2
B4GALNT2,2
B3GNT6,2
B3GNT5,2
B3GNT4,2
RASD1,2
LCAT,2
LATS2,2
LATS1,2
LARGE2,2
LARGE1,2
RAPGEF5,2
B4GAT1,2
B4GALT6,2
HSD17B3,2
HSD17B11,2
HSPA2,2
RPS27L,2
RPS27,2
RPS26,2
RPS25,2
RPS24,2
RPS23,2
RPS21,2
RPS20,2
RPS2,2
RPS19,2
RPS18,2
RPS17,2
RPS16,2
HOMER3,2
HOMER2,2
HOMER1,2
HRC,2
HNRNPA1L3,2
HNRNPA1L2,2
HNRNPA1,2
RAMP3,2
RAMP2,2
RAMP1,2
RAG2,2
RAG1,2
LEFTY2,2
LEFTY1,2
LDLRAP1,2
B3GALT1,2
B3GALNT2,2
AZIN2,2
RANBP1,2
RAB9B,2
RAB9A,2
AXL,2
LDHD,2
RAD51C,2
RAD23B,2
RAD23A,2
AURKA,2
AUH,2
B3GAT2,2
B3GAT1,2
HRH3,2
TRPV2,2
TRPV1,2
CASP6,2
CASP5,2
RPS6KA4,2
RPS5,2
RPS4Y2,2
RPS4Y1,2
RPS4X,2
RPS3A,2
RPS29,2
RPS28,2
HPGD,2
HOXD10,2
CBX3,2
HNF4A,2
ATP7A,2
AURKB,2
LGMN,2
RACK1,2
HLCS,2
HNRNPA3,2
TRH,2
LIMD1,2
LILRB5,2
LILRB4,2
LILRB3,2
LILRB2,2
LILRB1,2
LILRA6,2
LILRA5,2
LILRA4,2
ATP12A,2
LILRA3,2
ATP7B,2
HNMT,2
TRPC5,2
TRPC4,2
TRIM5,2
LMO7,2
LMNB2,2
LMNB1,2
LMBRD1,2
RAB3A,2
HIP1,2
CBLIF,2
CBLC,2
CASR,2
CASQ2,2
CCDC6,2
RPSA2,2
HMGA2,2
HHEX,2
HGD,2
CCN2,2
RAB10,2
QRSL1,2
QDPR,2
QARS1,2
PYM1,2
LPO,2
LILRA2,2
LILRA1,2
RPSA,2
RPS9,2
RPS8,2
RPS7,2
TRPM2,2
LSS,2
LPCAT3,2
TREH,2
TRDN,2
TRAP1,2
TRAF3IP2,2
ATG4D,2
ATG4C,2
ATG4B,2
ATG4A,2
UNC5B,2
UNC5A,2
RAB14,2
RSL24D1,2
RSAD2,2
HIBADH,2
RXFP4,2
RXFP3,2
RXFP2,2
RXFP1,2
RUVBL1,2
RUNX3,2
RUNX2,2
HDDC3,2
HDC,2
HAVCR1,2
HAT1,2
LRRC4B,2
LRRC4,2
PVR,2
LTB4R2,2
LTA4H,2
LSP1,2
LSM8,2
LSM7,2
LSM6,2
LSM5,2
LSM4,2
LSM3,2
LSM2,2
LYPLA1,2
LTC4S,2
PTPRZ1,2
PTPRS,2
LRRK2,2
HCCS,2
RYK,2
RXYLT1,2
CCNG1,2
HBA1,2
HAMP,2
S100A8,2
S100A7A,2
S100A7,2
S100A10,2
HCRTR2,2
HCRTR1,2
HCRT,2
HCN4,2
HCN2,2
PTPRD,2
ATG10,2
ATF1,2
MAG,2
S1PR2,2
S100A9,2
HAGH,2
PTPA,2
PTHLH,2
MANBA,2
MAN2B1,2
PTPRM,2
PTPRJ,2
HBS1L,2
HBB,2
HBA2,2
TRA2B,2
CCNT2,2
CCNT1,2
CCNG2,2
GTF2H5,2
SAP18,2
S1PR5,2
S1PR3,2
CCS,2
GTF2E2,2
GTF2E1,2
UPF1,2
UNG,2
UNC5D,2
UNC5C,2
MAFA,2
GYPA,2
GYG2,2
GYG1,2
SAMD8,2
CD47,2
SC5D,2
SAV1,2
SARM1,2
SAR1B,2
SAR1A,2
GRPR,2
ASMT,2
ASIC2,2
MAP3K4,2
MAP3K11,2
GTF2A2,2
GTF2A1L,2
GTF2A1,2
GSTZ1,2
GTF2I,2
CD34,2
CD2AP,2
CD79A,2
TOP3A,2
PTGES2,2
PTGES,2
ARTN,2
UPF3B,2
UPF3A,2
UPF2,2
ASRGL1,2
ASPH,2
CD274,2
CD244,2
CD24,2
CD226,2
CD58,2
CD48,2
TRA2A,2
ASGR1,2
ASAP3,2
ASAP2,2
ASAP1,2
PTGDS,2
PTDSS2,2
MARCKSL1,2
MARCKS,2
MAPKAPK3,2
PTDSS1,2
PTGIS,2
SCNN1A,2
SCLY,2
CD99L2,2
CD99,2
CD9,2
TPCN2,2
TP53AIP1,2
TOP3B,2
GPD2,2
GPD1L,2
PSTK,2
PSPN,2
PSME2,2
PSME1,2
ARID2,2
ASH1L,2
GRID2,2
CD59,2
GPR119,2
GPLD1,2
GPHB5,2
GPHA2,2
ARHGDIG,2
ARHGDIB,2
ARHGDIA,2
ARHGAP5,2
UROC1,2
URAD,2
PTCRA,2
SDC3,2
CDCA5,2
CDC6,2
SCNN1G,2
SCNN1B,2
GNPDA1,2
SEC24D,2
SEC24C,2
SEC24B,2
SEC24A,2
GPD1,2
GPCPD1,2
GPC1,2
GNPAT,2
VAMP3,2
VAC14,2
ARHGEF7,2
ARHGEF26,2
GPAA1,2
GP6,2
GPR37,2
TNPO3,2
TNNT3,2
CDKN2D,2
TNFRSF17,2
CFH,2
MCM5,2
MCM4,2
MCM3,2
MCM2,2
MCHR2,2
MCHR1,2
MCCC2,2
MCCC1,2
MC5R,2
MBLAC2,2
GNPDA2,2
GNAT3,2
CDK9,2
TNNT1,2
TNNI2,2
TNNI1,2
MDM4,2
MEF2B,2
MED1,2
VCAN,2
AQP9,2
AQP7B,2
AQP7,2
AQP4,2
MCOLN1,2
MCM7,2
MCM6,2
GLRB,2
CELA3B,2
CELA3A,2
CELA2B,2
CELA2A,2
CEBPE,2
TNFRSF10C,2
GLRA3,2
GLRA1,2
APOBEC3F,2
APOBEC3D,2
APOBEC3C,2
MEN1,2
MEIS1,2
ME2,2
GM2A,2
TNFRSF11B,2
TNFRSF10D,2
GGPS1,2
PSAP,2
PRXL2B,2
PRUNE1,2
MGRN1,2
MGAT5,2
MGAT3,2
APOC3,2
APOBEC3H,2
APOBEC3G,2
GLO1,2
SELENBP1,2
SEC63,2
SEC62,2
APH1B,2
APH1A,2
APELA,2
MICB,2
MICA,2
PRPH,2
PSENEN,2
PSAPL1,2
GGCT,2
GLCE,2
GJA1,2
GIT2,2
SEPTIN5,2
SEPTIN4,2
SEPTIN3,2
CERK,2
PRPF19,2
PROS1,2
SEPTIN2,2
SEPTIN12,2
SEPTIN11,2
SEPHS2,2
SEPHS1,2
SENP2,2
GCNT3,2
GCNT2,2
GCNT1,2
APOBEC3A,2
APOA2,2
APLNR,2
APLN,2
APIP,2
PRODH2,2
SERPINB5,2
SEPTIN9,2
SEPTIN8,2
SEPTIN6,2
GDPD3,2
GDPD1,2
SETD1B,2
SETD1A,2
SESN3,2
PRODH,2
PRMT1,2
PRLHR,2
PRLH,2
PRKDC,2
VNN2,2
SERPING1,2
CHAC2,2
CHAC1,2
CH25H,2
CFI,2
GCNT4,2
GAST,2
GAS6,2
VIPR1,2
APOBEC3B,2
APOBEC3A_B,2
PRKCH,2
MIR141,2
PREX1,2
PRDX6,2
APOE,2
GCAT,2
GBGT1,2
GBE1,2
SETMAR,2
SETDB2,2
SETD2,2
PRDM2,2
PRCP,2
PRCC,2
AP1S3,2
AP1S2,2
AP1S1,2
AP1M2,2
VNN1,2
VLDLR,2
SESN1,2
AP1G1,2
CHPF2,2
CHPF,2
CHMP2A,2
TMLHE,2
TMEM86B,2
AP1B1,2
APBB1IP,2
MIR21,2
PRDM9,2
PRDM7,2
PRDM6,2
GAPDHS,2
GBA3,2
GATC,2
GATB,2
SFTPA2,2
SFTPA1,2
CHIT1,2
CHIA,2
SGK3,2
PPP1R3C,2
PPP1R3B,2
PPP1R3A,2
MIR29C,2
MIR29B2,2
MIR29B1,2
MIR29A,2
PPP1R1A,2
PPP1R13L,2
AP1M1,2
AP1G2,2
POLR3B,2
SGK2,2
CHMP5,2
CHMP4C,2
CHMP3,2
TLE1,2
PPIA,2
POU2F3,2
POU2F2,2
POU2F1,2
POPDC3,2
POPDC2,2
PPP1R3E,2
PPP1R3D,2
TMEM86A,2
CHRNA9,2
CHRNA1,2
TM7SF2,2
FURIN,2
FUCA2,2
POMGNT1,2
POM121L2,2
POM121C,2
POM121,2
POLR3K,2
POLR3H,2
POLR3GL,2
POLR3G,2
POLR3F,2
POLR3E,2
POLR3D,2
POLR3C,2
POLR3A,2
POLR2M,2
FUCA1,2
FTMT,2
TLR1,2
CHST10,2
TLE7,2
TLE6,2
TLE4,2
TLE3,2
TLE2,2
FRMD6,2
MIR98,2
POMK,2
POMGNT2,2
FYB1,2
FRMD1,2
FREM2,2
FREM1,2
FRAS1,2
FUT7,2
FUT6,2
FUT5,2
FUT3,2
FOXP3,2
FOXO6,2
ANGPTL4,2
WEE2,2
WEE1,2
WDR5B,2
WDR5,2
POLR1C,2
MMP16,2
POLL,2
POLH,2
MIRLET7I,2
MIRLET7G,2
MIRLET7F2,2
MIRLET7F1,2
MIRLET7E,2
MIRLET7D,2
MIRLET7C,2
MIRLET7B,2
MIRLET7A3,2
MIRLET7A2,2
MIRLET7A1,2
MMACHC,2
POLR1D,2
FLNB,2
SIPA1,2
FOXA2,2
SH2D1B,2
SH2D1A,2
SH2B2,2
SGO1,2
CHSY1,2
CHST9,2
CHST8,2
MLNR,2
MLN,2
MLLT3,2
MLLT1,2
MNAT1,2
MMP7,2
CKB,2
CISH,2
CIRSR,2
CHSY3,2
FKRP,2
SIRT7,2
MOGAT1,2
MOCOS,2
MOB1B,2
MLXIPL,2
MLXIP,2
MLX,2
CLCF1,2
CLCA4,2
CLCA2,2
SH3GLB1,2
MOB1A,2
MPPE1,2
SIRT5,2
SIRT4,2
SIRT2,2
SIRPG,2
SIRPB1,2
SIRPA,2
CKMT2,2
CKMT1B,2
CKMT1A,2
MPDZ,2
PNPLA4,2
PNPLA3,2
SIGMAR1,2
SHPK,2
FDFT1,2
TIMP3,2
TIGIT,2
THTPA,2
SKIL,2
FLCN,2
FKTN,2
THOC3,2
THOC2,2
THOC1,2
PMS2,2
MRI1,2
MRC2,2
MRC1,2
MRAP,2
MPZ,2
PMCH,2
PLXNA4,2
PLXNA3,2
AMPH,2
PNN,2
PNMT,2
PNLIPRP3,2
THEM5,2
CLEC4E,2
CMA1,2
FHL2,2
FHL1,2
FGGY,2
CLCA1,2
CKS2,2
CKS1B,2
CLOCK,2
THOP1,2
THOC7,2
THOC6,2
THOC5,2
CNTNAP2,2
CNTNAP1,2
CNTN2,2
PLXNA1,2
PLTP,2
PLPP5,2
PLPP4,2
PLOD2,2
PLOD1,2
PLEKHM1,2
PLEC,2
CNTFR,2
CNTF,2
FCER2,2
FCAR,2
FBXO5,2
FERMT3,2
SLC1A5,2
PLCH1,2
ALG5,2
AMOT,2
AMFR,2
AMDHD2,2
AMDHD1,2
ALS2,2
PLXNA2,2
SLC16A2,2
SLC26A6,2
FBXO2,2
SLC26A3,2
SLC22A8,2
SLC22A1,2
PLAUR,2
PLA2R1,2
PLA2G7,2
MRPS18B,2
ALLC,2
PLCH2,2
CNGA4,2
CNGA3,2
CNGA2,2
FARP2,2
CNTN1,2
SLC34A1,2
SLC33A1,2
SLC31A1,2
FAU,2
TG,2
TFG,2
TFEB,2
SLC39A7,2
SLC39A6,2
ALG6,2
MSMO1,2
ALDH1A1,2
ALG10B,2
FANCL,2
SLC27A6,2
SLC26A9,2
SLC39A5,2
SLC39A3,2
SLC39A2,2
SLC39A13,2
SLC39A12,2
SLC39A11,2
SLC39A10,2
SLC39A1,2
FAHD1,2
FAH,2
PLA1A,2
PISD,2
ALG8,2
SLC38A1,2
SLC34A3,2
SLC34A2,2
EXTL1,2
EXT2,2
EXT1,2
FABP4,2
FABP2,2
F3,2
F2RL2,2
SLC39A9,2
F13B,2
TFAM,2
PIM2,2
PILRB,2
PILRA,2
ALDH1L2,2
ALG10,2
ALDH8A1,2
ESD,2
COL17A1,2
COL11A2,2
COL11A1,2
TELO2,2
TEC,2
TEAD4,2
TEAD3,2
F13A1,2
EXOC2,2
SLC6A5,2
MTFMT,2
MTAP,2
PIN1,2
EXTL3,2
EXTL2,2
PIGK,2
MYH13,2
PIK3AP1,2
MTNR1B,2
MTNR1A,2
MVD,2
MUS81,2
MUC5B,2
MUC5AC,2
MUC2,2
ALDH1L1,2
ALDH1A3,2
ALDH1A2,2
SLC6A2,2
SLC6A19,2
SLC45A3,2
SLC7A5,2
SLC6A9,2
EXOC7,2
ERCC2,2
ERC1,2
PIGW,2
PIGV,2
PIGU,2
PIGT,2
PIGS,2
PIGQ,2
PIGP,2
PIGO,2
PIGN,2
PIGM,2
PIGL,2
AIFM1,2
AICDA,2
MYH1,2
AJUBA,2
AIRE,2
AIPL1,2
PIGZ,2
PIGY,2
PIGX,2
ERG,2
ETV5,2
ETS2,2
ETNPPL,2
ETNK2,2
ETNK1,2
ETHE1,2
MYO1G,2
MYO1F,2
MYO1E,2
MYO1D,2
MYO1C,2
MYO1B,2
MYO1A,2
MYL1,2
MYH8,2
MYH7B,2
MYH4,2
MYH3,2
MYH2,2
MYH15,2
AIP,2
AIM2,2
SLITRK3,2
SLITRK2,2
SLITRK1,2
SLIT3,2
SLIT2,2
SLIT1,2
SLCO1C1,2
SLCO1B3-SLCO1B7,2
SLCO1B3,2
SLCO1B1,2
COL27A1,2
COL24A1,2
MYO5C,2
MYO5B,2
MYO5A,2
MYO1H,2
EPHX4,2
SMAD7,2
ERCC8,2
ERCC4,2
ERCC3,2
SMC3,2
PIGC,2
PIGB,2
PIGA,2
PIAS3,2
PIAS2,2
PHYKPL,2
AKAP13,2
SLITRK6,2
SLITRK5,2
SLITRK4,2
SMPD4,2
SMPD3,2
SMYD2,2
SMYD1,2
ENOSF1,2
PHF10,2
NANOGP8,2
NANOG,2
PIGH,2
PIGG,2
PIGF,2
SMC1B,2
SMC1A,2
TEAD2,2
TEAD1,2
COL7A1,2
COL5A3,2
COL5A2,2
COL5A1,2
TCN2,2
SNAP25,2
SNAP23,2
SNAI2,2
NBR1,2
NBN,2
NAT8L,2
NAT8,2
PHOSPHO1,2
ENPP7,2
ENPP6,2
ENPP4,2
ENPP2,2
SNRPD3,2
SNRPD1,2
EME1,2
PGM2L1,2
NCOA2,2
AGRP,2
AGRN,2
ELN,2
SNRPB,2
SNCAIP,2
SNAP29,2
SOCS5,2
SMYD3,2
CORO1A,2
COP1,2
ENOPH1,2
SOST,2
EDAR,2
SOCS7,2
SOCS6,2
CPA1,2
CP,2
EEF2K,2
AGK,2
NDC1,2
NCSTN,2
NCOR2,2
PGS1,2
SOAT2,2
SOAT1,2
ELAVL1,2
SNU13,2
ADI1,2
NDST4,2
WWTR1,2
ADGRB1,2
PGAP4,2
PGAP3,2
PGAP2,2
PGAP1,2
WWP1,2
WWC1,2
WTIP,2
AGMAT,2
AGL,2
EEF2,2
SP100,2
SOX2,2
EDA2R,2
EDA,2
CPEB4,2
CPEB3,2
CPEB2,2
CPEB1,2
CPB1,2
CPA2,2
ECHDC1,2
EBP,2
EBI3,2
AGAP2,2
AGA,2
ADO,2
ADM2,2
ADM,2
DUSP7,2
DUSP5,2
SPDYE14,2
SPDYE13,2
SPDYE12,2
SPDYE11,2
SPDYE10,2
SPDYE1,2
SPDYC,2
SPDYA,2
NDST3,2
NDST2,2
NDST1,2
XRN2,2
XRN1,2
XPA,2
SPDYE9,2
SPDYE8,2
SPDYE6,2
NEFM,2
NEFL,2
NEFH,2
ACTN3,2
ACTN2,2
ECI2,2
CPSF7,2
CPSF6,2
CPSF4L,2
CPSF4,2
TAX1BP1,2
TAS1R3,2
TAS1R2,2
SPDYE21,2
SPDYE2,2
SPDYE18,2
SPDYE17,2
SPDYE16,2
SPDYE15,2
DUSP9,2
DUSP8,2
PFAS,2
DUSP4,2
DUSP2,2
DUSP16,2
DYNLT3,2
DYNLT1,2
DYNLRB2,2
DYNLRB1,2
DSPP,2
DSG1,2
SPINT1,2
SPG11,2
ACSM6,2
ACSM5,2
ACSM4,2
ACSM3,2
ACSM2B,2
ACSM2A,2
ACYP2,2
ACYP1,2
SPDYE5,2
SPDYE4,2
SPDYE3,2
SPDYE2B,2
SPTBN1,2
DSEL,2
DSE,2
DSC2,2
CRB3,2
DROSHA,2
DNASE2B,2
DNASE2,2
PER3,2
PER1,2
PEMT,2
PEDS1-UBE2V1,2
PEDS1,2
NFYC,2
DPP4,2
DPM3,2
ACKR3,2
ACER3,2
PDK1,2
NLGN4Y,2
ACOT12,2
NFASC,2
DNAJC3,2
DPM1,2
DPAGT1,2
DOLPP1,2
DOLK,2
DNTT,2
SRGAP3,2
SRGAP2,2
SPTBN5,2
SPTBN4,2
TAC1,2
SRGAP1,2
SRD5A1,2
SQOR,2
SQLE,2
CRYL1,2
CRYAB,2
NLGN3,2
NLGN2,2
NLGN1,2
NKX3-1,2
NKD2,2
NKD1,2
NIT2,2
ACLY,2
ACKR4,2
DMP1,2
DNAJB1,2
DIABLO,2
PDE9A,2
PDE6H,2
NMD3,2
ACTA1,2
ACSS3,2
NLGN4X,2
CRLS1,2
CRLF2,2
TAF4B,2
TAF4,2
TAF15,2
TAC4,2
TAC3,2
DIO1,2
DIAPH3,2
DIAPH2,2
SSX2IP,2
NNMT,2
NMRK2,2
NMRK1,2
ACAD8,2
ACMSD,2
SRSF6,2
SRSF5,2
SRSF4,2
SRSF2,2
SRRM1,2
SSH3,2
SSH2,2
PDE6C,2
SSTR4,2
DHRSX,2
DHRS9,2
DHRS4L2,2
DERA,2
NPNT,2
NPL,2
NPC2,2
NNT,2
SSH1,2
SS18L1,2
SS18,2
SRSF9,2
SRSF8,2
DIO2,2
DDX19A,2
DEPTOR,2
DHCR7,2
DHCR24,2
DGLUCY,2
CSK,2
CSGALNACT2,2
CSGALNACT1,2
ABI1,2
ABHD5,2
ABHD16A,2
YKT6,2
YAP1,2
XYLB,2
NOP56,2
PDE6D,2
DEFB103A,2
DEFB1,2
ST6GALNAC2,2
NR5A1,2
NR4A2,2
NR1H2,2
PCGF6,2
PCGF5,2
PCGF3,2
PCGF2,2
ST6GALNAC1,2
ST3GAL6,2
ST3GAL5,2
ST3GAL4,2
ST14,2
SYMPK,2
DCLRE1C,2
DDX19B,2
CSE1L,2
SYVN1,2
ST6GALNAC6,2
ST6GALNAC5,2
PCBD2,2
PCBD1,2
PBRM1,2
PAX6,2
NRTN,2
NRP2,2
NRG4,2
PDCD4,2
DCXR,2
DEFB103B,2
NRG3,2
CTF1,2
SUV39H2,2
SUV39H1,2
SUOX,2
SUMO4,2
SUMO3,2
SUMO2,2
SUMO1,2
SULT2B1,2
SULT1E1,2
NRF1,2
NRCAM,2
NSDHL,2
NSD3,2
PCGF1,2
DBH,2
STAM2,2
STAM,2
ST8SIA5,2
CYSLTR1,2
CYP7B1,2
PARVB,2
PARVA,2
PARP4,2
PARP3,2
PARP2,2
PARK7,2
NTSR1,2
NTNG2,2
NTNG1,2
NTN1,2
CYP4F8,2
CYP4F3,2
CYP4F2,2
DAGLB,2
DAGLA,2
DAB2IP,2
DAAM2,2
DAAM1,2
ABCD1,2
ZBP1,2
YY2,2
YY1,2
NSD1,2
PARVG,2
STIM1,2
STEAP3,2
NUP107,2
NUDT9,2
CTSF,2
CTSC,2
CTSA,2
CTRL,2
CTRB2,2
CTRB1,2
CUL3,2
CYSLTR2,2
STUB1,2
NUDT5,2
PANX1,2
NUP85,2
NUP62,2
CYP51A1,2
STMN1,2
CYP2W1,2
CYP2R1,2
CYP2F1,2
CXCL16,2
NUP43,2
NUP37,2
NUP35,2
NUP214,2
NUP210L,2
NUP210,2
NUP205,2
NUP188,2
NUP160,2
NUP155,2
NUP133,2
PABPC4L,2
NUP93,2
NUP88,2
ONECUT1,2
OLAH,2
OGFRL1,2
OGFR,2
OAT,2
PALB2,2
PAICS,2
NUP58,2
NUP54,2
NUP50,2
STS,2
STRADB,2
STRADA,2
PAFAH2,2
PAFAH1B3,2
CYP2A13,2
CYP26C1,2
CYP26B1,2
CYP26A1,2
STX18,2
STX17,2
CXCR6,2
PAFAH1B2,2
OPLAH,2
OPA1,2
PAFAH1B1,2
PABPN1L,2
PABPN1,2
PABPC5,2
P4HA3,2
A3GALT2,2
18S ribosomal RNA,2
5S ribosomal RNA,2
ZYX,2
ABCB9,2
ABCB4,2
AASDHPPT,2
AANAT,2
CUL5,2
STX4,2
STX3,2
STX2,2
STX1B,2
PABPC3,2
PABPC1L2B,2
ITGAE,2
ITGAD,2
IVD,2
BRD7,2
BRCC3,2
BIN1,2
BMP15,2
BLM,2
U2AF1L5,2
U2AF1L4,2
beta-defensin 103A,2
leukocyte immunoglobulin-like receptor subfamily B member 3,2
killer cell immunoglobulin-like receptor 3DS1-like,2
ABCA2,2
PABPC1L,2
PABPC1,2
A2M,1
AARS1,1
AARS2,1
ABCA10,1
ABCA13,1
ABCA3,1
ABCA4,1
ABCA5,1
hornerin,1
metallothionein-1E-like,1
mitochondrial import receptor subunit TOM7 homolog,1
olfactory receptor 2A1/2A42,1
olfactory receptor 2A7,1
ABCB8,1
ABCB7,1
ABCB6,1
ABCB5,1
ABCB10,1
ABCA9,1
ABCA8,1
ABCA7,1
ABCA6,1
ZNF143,1
ZMPSTE24,1
ZMAT3,1
ZMAT2,1
ZIC3,1
ZFYVE27,1
ZFPM2,1
OR1L1,1
OR1K1,1
OR1J4,1
OR1J2,1
OR1J1,1
OR1I1,1
OR1G1,1
OR1F1,1
OR1E2,1
OR1E1,1
OR1D5,1
OR1D4,1
OR1D2,1
OR1C1,1
OR1B1,1
OR1A2,1
OR2A25,1
OR2A2,1
OR2A14,1
OR2A12,1
OR2A1,1
OR1S2,1
OR1S1,1
OR1R1,1
OR1Q1,1
OR1N2,1
OR1N1,1
OR1M1,1
OR1L8,1
OR1L6,1
OR1L4,1
OR1L3,1
OR2B8,1
OR2B6,1
OR2B3,1
OR2B2,1
OR2B11,1
OR2AT4,1
OR2AP1,1
OR2AK2,1
OR2AJ1,1
OR2AG2,1
OR2AG1,1
OR2AE1,1
OR2A7,1
OR2A5,1
OR2A42,1
OR2A4,1
OR2L13,1
OR2K2,1
OR2J3,1
OR2J2,1
OR2J1,1
OR2H2,1
OR2H1,1
OR2G6,1
OR2G3,1
OR2G2,1
OR2F2,1
OR2F1,1
OR2D3,1
OR2D2,1
OR2C3,1
OR2C1,1
