GENE_SYMBOL,NUM_PATHWAYS
ANGPT4,5
FPGS,5
MCEE,5
CDKN2C,5
MLST8,5
NT5C2,5
NT5DC4,5
CYTH2,5
CYTH3,5
CYTH4,5
KCNK2,5
VAMP2,5
FOSB,5
CDC23,5
CDC25A,5
CDC25C,5
CDC26,5
CDC27,5
SDC2,5
SDC4,5
ARHGEF11,5
POLD2,5
POLD3,5
POLD4,5
DCTN3,5
PCCA,5
PCCB,5
RIPK2,5
RIPK3,5
IL7,5
DDB1,5
NT5C,5
NT5C1A,5
NT5C1B,5
NT5C1B-RDH14,5
CIITA,5
SIN3A,5
FOLH1,5
POLD1,5
MPI,5
MPO,5
FLT3LG,5
BRCA2,5
IL23R,5
RGN,5
ST3GAL1,5
PC,5
MAT1A,5
MAT2A,5
MAT2B,5
MAX,5
CDC16,5
FLNA,5
SLC11A2,5
C1S,5
C3AR1,5
SLC17A8,5
CDC20,5
AMY1A,5
AMY1B,5
AMY1C,5
AMY2A,5
AMY2B,5
ANAPC1,5
ANAPC10,5
ANAPC11,5
ANAPC13,5
PMM1,5
PMM2,5
PNLIP,5
IL1RAP,5
IL12RB2,5
C6,5
C7,5
PDE4D,5
ST3GAL2,5
NPY,5
NR1H3,5
NR4A1,5
ANAPC15,5
SLC17A6,5
SLC17A7,5
ALYREF,5
FCGR2C,5
CMPK1,5
MAP3K3,5
CAD,5
RDX,5
IDH3A,5
IDH3B,5
BCKDHB,5
CSF3R,5
BCKDHA,5
IL15RA,5
MAP2K5,5
GSS,5
GRM2,5
GRM3,5
GRM4,5
CCNB3,5
PDE4A,5
PDE4B,5
PDE4C,5
BAIAP2,5
IBSP,5
CAMP,5
SST,5
DHTKD1,5
SSTR2,5
SLC1A2,5
AMH,5
UPB1,5
PLAT,5
SLC27A5,5
ANAPC16,5
CCR4,5
CCR8,5
CD19,5
H2AB2,5
H2AB3,5
H2AC1,5
ACAA2,5
NOX4,5
DLG4,5
DIAPH1,5
NOD1,5
H2AC14,5
H2AC15,5
H2AC16,5
H2AC17,5
H2AC18,5
H2AC19,5
ASS1,5
F11R,5
SSPN,5
IDH3G,5
RBL1,5
CANX,5
FADS2,5
H2AJ,5
H2AL3,5
H2AX,5
H2AZ1,5
H2AZ2,5
H2AB1,5
H2AC20,5
H2AC21,5
H2AC25,5
H2AC4,5
PIM1,5
F2RL3,5
ACP5,5
RASGRP3,5
HTR1A,5
HTR1B,5
HTR1D,5
HTR1F,5
CRTC2,5
DNM1,5
DMD,5
TERT,5
H2AC11,5
H2AC12,5
H2AC13,5
H3C14,5
H3C15,5
H3C2,5
H3C3,5
HTR4,5
HTR6,5
HTR7,5
HSPD1,5
HSPG2,5
PDE8A,5
PDE8B,5
SLC46A1,5
PIKFYVE,5
ETS1,5
AK1,5
AK2,5
ACP1,5
NLRC4,5
HTR1E,5
PECAM1,5
DNM3,5
SREBF1,5
AK4,5
AK5,5
AK6,5
AK7,5
H2AC6,5
H2AC7,5
H2AC8,5
H3C1,5
H3C10,5
H3C11,5
H3C12,5
H3C13,5
HSD17B12,5
HSD17B4,5
RAPGEF1,5
LBP,5
ACTR1A,5
H3-3A,5
H3-3B,5
AK8,5
AK9,5
MYL4,5
MYL6,5
MYL6B,5
EPHA2,5
SMAD1,5
DPYD,5
RARA,5
AVP,5
AVPR1A,5
AVPR1B,5
PFN2,5
PFN3,5
CRHR1,5
EPHX1,5
ENTPD3,5
ENTPD4,5
NAIP,5
PHGDH,5
H3-4,5
H3-5,5
H3-7,5
HADHB,5
H3C4,5
H3C6,5
H3C7,5
H3C8,5
PTH,5
MACROH2A1,5
ACTR1B,5
CASP10,5
CASP4,5
SPI1,5
DTNA,5
MACROH2A2,5
MAD1L1,5
SMO,5
SMPD1,5
ENTPD1,5
ENTPD8,5
PFN1,5
CBS,5
HPD,5
LIMK1,5
NECTIN1,5
NECTIN2,5
DPYS,5
H3Y1,5
H3Y2,5
CCR1,5
PTPRF,5
PTGS1,5
SOCS2,5
ELOB,5
ELOC,5
MAGI1,5
PTPRC,5
ELOVL4,5
ADAR,5
ADCYAP1,5
ADCYAP1R1,5
ACTR10,5
HMGCS1,5
AGPAT2,5
NCOA3,5
LPIN1,5
SNTA1,5
SNTB1,5
SNTB2,5
PGR,5
LPAR3,5
HCLS1,5
HDAC4,5
HDAC5,5
ELOVL1,5
XPO1,5
ACVR1,5
PGK1,5
TAPBP,5
TAPBPL,5
CCL11,5
CCL17,5
HIBCH,5
RAB1A,5
COX10,5
COX15,5
AGPAT1,5
CCKAR,5
LMNA,5
HMGCS2,5
ADSL,5
ADSS1,5
ADSS2,5
TRPC1,5
LPIN2,5
LPIN3,5
RAB11A,5
NCK1,5
PGK2,5
PFN4,5
CPT2,5
ABCA1,5
CTSK,5
CTSS,5
CTTN,5
OPRD1,5
BHMT,5
BIRC7,5
CFL1,5
CFL2,5
alpha-amylase 1B,5
BMP2,5
ITGAX,5
RPA4,5
ITPKA,4
ITPA,4
ITPKC,4
BMI1,4
cytochrome P450 2D6-like,4
AP2A2,4
AP2A1,4
MGAM,4
CYP27B1,4
CYP2C18,4
CYP11B1,4
CXCL11,4
RPIA,4
ISG15,4
PPT1,4
PPT2,4
GCDH,4
MGAM2,4
APOA4,4
APOB,4
GGT5,4
GHRL,4
GDF7,4
LRTOMT,4
SORBS1,4
CR2,4
ADRA2A,4
CCKBR,4
CCL21,4
CCL22,4
ATP4A,4
ATP4B,4
LIPA,4
EDN2,4
EDN3,4
CCL7,4
CCK,4
ADRA2B,4
ADRA2C,4
ACY1,4
DYNC1I1,4
DYNC1I2,4
DYNC1LI1,4
EARS2,4
AFMID,4
PGD,4
TALDO1,4
DYNC1H1,4
CCL13,4
CCL19,4
HDAC8,4
HEY2,4
HEYL,4
HHIP,4
ATG7,4
HAP1,4
HDDC2,4
UMPS,4
SNW1,4
NCOR1,4
NCBP1,4
LPAR6,4
CCL28,4
HDAC3,4
HDAC6,4
EIF2AK4,4
EGR2,4
RAB11B,4
HES5,4
ACVR2A,4
ACVR2B,4
LIMK2,4
CCL25,4
HMGB1,4
HMGCL,4
HMGCLL1,4
HMGCR,4
NEDD4L,4
DYNC1LI2,4
DYNC2H1,4
DYNLL1,4
NAGS,4
AGPAT3,4
AGPAT4,4
AGPAT5,4
NCOA1,4
LRP1,4
H4C5,4
COMMD3-BMI1,4
COMT,4
SOCS4,4
ELMO2,4
ATIC,4
ATG16L1,4
H4C6,4
H4C7,4
H4C8,4
HAO1,4
HAO2,4
ELOVL2,4
ELOVL3,4
ELOVL5,4
NEDD4,4
ENTPD6,4
DYNLL2,4
DUSP1,4
PFKFB1,4
PFKFB2,4
PFKFB3,4
RAD51,4
LIF,4
RPS3,4
DRD3,4
ENO4,4
ELOVL6,4
ELOVL7,4
EMD,4
H4C1,4
CCR10,4
NEU1,4
TRPM7,4
HRH1,4
HRH2,4
LIG1,4
SPTLC2,4
SPTLC3,4
MAD2L1,4
SMS,4
ENTPD2,4
NAT1,4
NAT2,4
NCAM1,4
SMARCB1,4
NCAM2,4
ENTPD5,4
H4C12,4
H4C13,4
H4C14,4
H4C15,4
MAD2L2,4
H4C9,4
HACD1,4
HACD2,4
HACD3,4
HACD4,4
PTH1R,4
PTPN1,4
DRD4,4
DUT,4
ADA,4
NFS1,4
SLC9A3,4
PIAS4,4
EREG,4
NHERF1,4
RARB,4
RASA1,4
AVPR2,4
RAN,4
PER2,4
DNALI1,4
CSAD,4
EPRS1,4
H2BC17,4
H2BC18,4
H2BC21,4
H4C11,4
H4C4,4
CRHR2,4
SPTBN2,4
SRM,4
HSD11B1,4
HSD11B1L,4
HSD17B10,4
RAPGEF2,4
SPTLC1,4
DNAL4,4
ACTA2,4
ACOT2,4
H2BW1,4
H2BW2,4
AHR,4
AGTR2,4
PIK3C2G,4
MTHFD1,4
ALAS1,4
ACOT4,4
ACOX2,4
NLK,4
LACC1,4
HSD17B6,4
CARD9,4
CARNS1,4
HPRT1,4
DNMT3A,4
SRF,4
H4C16,4
H4C2,4
H4C3,4
HSD17B8,4
HTR5A,4
HTRA2,4
KYAT1,4
KYAT3,4
DNAL1,4
DNAH7,4
NLRX1,4
H2BC12L,4
H2BC13,4
H2BC14,4
H2BC15,4
SLC4A2,4
MTMR14,4
MTMR3,4
MTMR4,4
ICAM2,4
RPN1,4
RPN2,4
HSD17B7,4
DNAH9,4
DNAI1,4
DNAI2,4
TF,4
H2BC26,4
H2BC3,4
H2BC4,4
H2BC5,4
H2BC6,4
H2BC7,4
H2BC8,4
DNAH17,4
H2BC11,4
H2BC12,4
H2BC9,4
H2BK1,4
MTHFR,4
PINK1,4
PIP4K2A,4
PIK3C2A,4
PIK3C2B,4
PIPOX,4
PKN1,4
MS4A2,4
AKR1C1,4
AKR1C2,4
AKR1C4,4
TECR,4
EZH2,4
DNAH1,4
DNAH10,4
DNAH11,4
DNAH12,4
DNAH14,4
DNAH5,4
TST,4
DNAH2,4
DNAH3,4
CANT1,4
ICOS,4
ID1,4
S1PR1,4
H2BC1,4
H2BC10,4
ACOT1,4
ACADL,4
ACADSB,4
ACADVL,4
ACSF3,4
DNAH8,4
UCK1,4
CSF2RA,4
CSF2RB,4
MSH6,4
CNR1,4
PIP4K2B,4
PIP4K2C,4
GUCY2D,4
MSH2,4
MSH3,4
ALPG,4
SLC1A6,4
FDPS,4
FCER1A,4
ALPI,4
SLC27A1,4
SLC27A4,4
ALPL,4
ALPP,4
MAN1A1,4
MAN1A2,4
MAN1B1,4
CCR9,4
ALAS2,4
ID2,4
DNAH6,4
CMPK2,4
CNDP1,4
CNDP2,4
NOD2,4
NPPB,4
PDE11A,4
UCK2,4
UCKL1,4
UCP1,4
SSTR1,4
CNGB1,4
SLC19A1,4
SLC1A1,4
SLC1A3,4
ALOX12,4
ALOX12B,4
MAN1C1,4
SSTR5,4
NPPC,4
IGFBP3,4
CAMK1G,4
CALCOCO2,4
IDO1,4
IDO2,4
IL18R1,4
ASL,4
GSDMD,4
GSR,4
CD46,4
TPH2,4
TPO,4
GRM6,4
UPP2,4
KMT2A,4
KPNA1,4
CAMK1,4
CAMK1D,4
IL17F,4
IL11,4
DES,4
ASAH1,4
PLG,4
PLIN1,4
PLK1,4
THPO,4
AMPD1,4
FCSK,4
FHIT,4
GSK3A,4
MAPT,4
MAP3K8,4
PTGER1,4
SCRIB,4
TPR,4
GRHPR,4
PNP,4
PNPLA2,4
CLEC7A,4
AMPD2,4
AMPD3,4
MPST,4
GRM7,4
GRM8,4
UPP1,4
PNLIPRP2,4
PCYT1A,4
PCYT1B,4
IL33,4
IL21,4
IL21R,4
IL22,4
ABCG5,4
ABCG8,4
ABHD14A-ACY1,4
ABL2,4
PDE10A,4
NRP1,4
BCL2A1,4
KIF7,4
CD81,4
RFC2,4
RFC3,4
RFC4,4
RFC5,4
DGAT1,4
CTLA4,4
CSNK1D,4
DCK,4
SIRT6,4
PSPH,4
GPER1,4
TP73,4
TPH1,4
CDA,4
GPX4,4
PNLIPRP1,4
IMPDH2,4
DDIT4,4
DDO,4
DDOST,4
FIG4,4
TK1,4
TK2,4
FOSL1,4
SI,4
SIAH1,4
POLE3,4
FPGT,4
FPR1,4
TXN,4
TXN2,4
RFC1,4
GPHN,4
GP1BA,4
USP7,4
CDIPT,4
GNMT,4
SEC13,4
MBL2,4
FOLR1,4
FOLR2,4
FOLR3,4
MOCS2,4
CDC25B,4
ARHGEF2,4
MMAB,4
CDK5,4
IMPDH1,4
MLKL,4
FSHR,4
CTBP1,4
CTBP2,4
IL5RA,4
IQGAP1,4
PAX8,4
PBX1,4
UBE2D3,4
UBE2D4,4
UBE2G1,4
UBE2G2,4
SGMS1,4
SGMS2,4
GNRH1,4
GNRH2,4
UBE2I,4
UBE2J1,4
UBE2J2,4
NTPCR,4
NTRK3,4
ST8SIA1,4
DCC,4
ZBTB17,4
ABCC3,4
CYP2D6,4
MCL1,4
TNFRSF14,4
TOMT,4
CDH5,4
ARHGAP35,4
MME,4
TKTL2,4
AR,4
POLR2E,4
POLR2F,4
POLR2H,4
POLR2K,4
CHRNB4,4
FTH1,4
FTL,4
MEF2A,4
SEC61A1,4
SEC61A2,4
CEPT1,4
TNFSF13B,4
POLR2L,4
AOC1,4
CYP3A7-CYP3A51P,4
NTF3,4
NTF4,4
INPP5A,4
KCNJ2,4
UBE2D1,4
UBE2D2,4
CTPS1,4
CTPS2,4
SUCLG2,4
ME3,4
CHRM4,4
CHRNA3,4
FUT9,4
TKT,4
TKTL1,4
BST1,4
BMP6,4
BMP7,4
BMP8A,4
BMP8B,4
RORA,4
MFN1,4
MFN2,4
MECR,4
CEBPA,4
TNFSF14,4
GNE,4
GMDS,4
ME1,4
CYP2D7,4
DAD1,4
VPS4A,4
VPS4B,4
GMPS,4
GNA14,4
GAA,4
CHRNA6,4
AP2M1,4
ANPEP,4
GADL1,4
CHMP2B,4
CHMP4A,4
CHMP4B,4
JUND,4
KCNN2,4
KCNN4,4
RNASEL,4
STT3A,4
ODC1,4
NUDT16,4
STT3B,4
OPTN,4
CYP24A1,4
CYP27A1,4
GHSR,4
SEC61B,4
SEC61G,4
SELENOI,4
GLI1,4
GLI2,4
GLI3,4
GLP1R,4
AP2S1,4
GFUS,4
APP,4
AP2B1,4
GGT1,4
GGT2,4
CERS3,4
GIP,4
GIT1,4
PSEN2,4
PRSS1,4
PRSS2,4
PRSS3,4
GATA4,4
GALE,4
GALK1,4
CYP3A7,4
TMPRSS2,4
ITPKB,4
P2RX3,4
P2RY2,4
UAP1L1,4
SUCLA2,4
SUCLG1,4
CX3CR1,4
CXADR,4
AADAT,4
OXT,4
P2RX1,4
P2RX2,4
GBA2,4
CHEK2,4
MIOX,4
HEY1,4
LPL,4
NCEH1,4
ADORA3,4
histone H2B type F-S-like,4
ABCD4,4
ABCG2,4
ABCB1,4
ABCB11,4
CUL2,4
CXCL9,4
BHMT2,4
UAP1,4
GART,4
VHL,4
GATA3,4
A4GALT,3
OXCT2,3
OXCT1,3
OTC,3
ZEB1,3
CYP19A1,3
CXCR3,3
CXCR5,3
STX7,3
OGT,3
OLR1,3
OPRK1,3
OPRL1,3
CYFIP1,3
CYFIP2,3
CYP11B2,3
KCNA4,3
BLVRB,3
RORC,3
JUNB,3
PRKD3,3
PRNP,3
GDF5,3
GDF6,3
GDNF,3
PRDM16,3
GAMT,3
GANAB,3
SETD7,3
SETDB1,3
SFN,3
GCGR,3
GCH1,3
GALNT18,3
GALNT2,3
PRDX1,3
GANC,3
GALM,3
MGAT1,3
APRT,3
AQP1,3
GGT6,3
GGT7,3
GHRH,3
GHRHR,3
SEPSECS,3
MIR10A,3
VPS11,3
VPS16,3
VPS18,3
PRKD1,3
PRKD2,3
GLE1,3
GGCX,3
GGH,3
MIR10B,3
MIF,3
MINPP1,3
GALNT3,3
GATM,3
GALNT6,3
GALNT7,3
GALNT8,3
GALNT9,3
GALNTL5,3
GALNTL6,3
CHD4,3
CHDH,3
GALNT16,3
GALNT17,3
VPS33A,3
VPS39,3
VPS41,3
TNFRSF13B,3
CERS1,3
CERS2,3
CERS4,3
CERS5,3
CERS6,3
CFB,3
GIPR,3
GK,3
GK2,3
GK3,3
SEH1L,3
SELPLG,3
MGAT2,3
MGAT4A,3
MGAT4B,3
MGAT4C,3
MGAT4D,3
MGAT5B,3
GALNS,3
GALNT1,3
GALNT10,3
GALNT11,3
GALNT12,3
GALNT13,3
GALNT14,3
GALNT15,3
GMPR2,3
CFD,3
FZR1,3
CHKA,3
CHKB,3
CHMP1A,3
POMT2,3
POPDC1,3
WDR41,3
GALNT4,3
GALNT5,3
GAL3ST1,3
GALC,3
GALK2,3
CHAT,3
PPOX,3
PPIP5K2,3
TLR8,3
TMEM258,3
POMT1,3
POLR2B,3
POLR2C,3
PPAT,3
PPBP,3
PPCDC,3
PPCS,3
CHMP6,3
CHMP7,3
MEFV,3
MFNG,3
TNFSF13,3
GMPR,3
TOMM40,3
TOMM40L,3
CDH2,3
POLR2D,3
POLR2G,3
POLR2I,3
POLR2J,3
POLR2J2,3
POLR2J3,3
FRS2,3
FTCD,3
ARAP3,3
TNNC2,3
CDK7,3
MEF2D,3
PPIP5K1,3
SEC22B,3
GNPNAT1,3
MBOAT1,3
WIPF1,3
FUT1,3
FUT2,3
FUT4,3
FPR2,3
FPR3,3
ANK2,3
POLR2A,3
MCAT,3
GNS,3
CDO1,3
CDS1,3
CDS2,3
GNRHR,3
GP1BB,3
GP5,3
GP9,3
GPAM,3
MC4R,3
MARS1,3
MARS2,3
ARHGEF6,3
ARID1A,3
ARID1B,3
USP8,3
UXS1,3
VAMP8,3
VAPB,3
SDR16C5,3
PTAFR,3
PTCH2,3
MBOAT2,3
UROD,3
UROS,3
MKNK1,3
MKNK2,3
MMP13,3
MMP14,3
SGPL1,3
SGPP1,3
SGPP2,3
SGSH,3
FOXO4,3
MC1R,3
MC3R,3
GPAT2,3
GPAT3,3
GPAT4,3
POLE,3
TJP2,3
POLE2,3
POLE4,3
PNOC,3
SHARPIN,3
FMO5,3
MOCS1,3
MOGAT2,3
MOGAT3,3
MOGS,3
MOS,3
CDK5R1,3
GRIK1,3
GRIK2,3
ARNT2,3
MAS1,3
MASP1,3
MASP2,3
PNPO,3
POC1B-GALNT4,3
POLB,3
MPL,3
FMO1,3
FMO2,3
FMO3,3
FMO4,3
SIRT3,3
PSME3,3
PTGES3,3
GRIK3,3
GRIK4,3
CD74,3
GSN,3
SCIN,3
GRIK5,3
GRK1,3
PTGFR,3
PTGIR,3
SCT,3
SCTR,3
CD55,3
GRK4,3
GRK5,3
GRK6,3
PLOD3,3
THRA,3
THRB,3
SLC12A2,3
SLC16A10,3
ANK3,3
CMAS,3
THEM4,3
MRE11,3
PMVK,3
FLAD1,3
SLAMF1,3
SLC10A1,3
TIGAR,3
CKM,3
ASAH2,3
ASMTL,3
ASNS,3
ASPA,3
CD63,3
SARDH,3
SAT1,3
SAT2,3
CD1C,3
TPK1,3
CD22,3
CCR2,3
GRK7,3
ASPDH,3
ARSA,3
ARSB,3
PLK3,3
TFDP1,3
TFE3,3
CD1D,3
CD1E,3
CD2,3
GTF2H2,3
GTF2H2C,3
GTF2H2C_2,3
GTF2H3,3
GTF2H4,3
GTF2B,3
MAN2A1,3
MAN2A2,3
MAP3K10,3
MAP3K2,3
MAGOHB,3
CD1A,3
CD1B,3
S1PR4,3
CNGA1,3
PLD3,3
PLD4,3
ALOX15B,3
ALOXE3,3
AMACR,3
AMD1,3
AMHR2,3
ALG3,3
SLC1A7,3
FECH,3
FEN1,3
SLC18A3,3
MAF,3
MAGT1,3
MAML1,3
ALDH5A1,3
SLC38A2,3
SLC38A3,3
FADS1,3
FBN1,3
SLC27A2,3
ALG11,3
ALG12,3
MAML2,3
MAML3,3
GTF2H1,3
CCR6,3
CCR7,3
SAMHD1,3
ALG13,3
ALG14,3
ALG2,3
ALDH18A1,3
PLA2G15,3
SLC39A8,3
TGDS,3
THBD,3
ALG9,3
ALK,3
PIP5KL1,3
GUCY2C,3
GUCY2F,3
GUK1,3
MADCAM1,3
MTHFD2L,3
MTHFS,3
MTM1,3
MTMR1,3
SLC3A2,3
F2RL1,3
FABP1,3
PKMYT1,3
PKN2,3
PKP2,3
EZH1,3
SLC39A14,3
SLC39A4,3
ALG1,3
ALDH4A1,3
SACM1L,3
SLC5A7,3
SLC6A1,3
SLC6A11,3
SLC6A12,3
SLC6A13,3
MVK,3
MTMR2,3
MTHFD1L,3
MTHFD2,3
AKR1D1,3
SLC6A4,3
TERC,3
COASY,3
ESAM,3
WIPF2,3
WIPF3,3
MYO10,3
TDO2,3
PI4K2A,3
PI4K2B,3
PI4KA,3
MTMR6,3
MTMR7,3
MTMR8,3
ERCC1,3
ERO1A,3
ALAD,3
AK3,3
ESPL1,3
SLC40A1,3
SLC4A4,3
SLC5A1,3
PHKA1,3
PHKA2,3
H6PD,3
HAAO,3
PI4KB,3
PIAS1,3
PIDD1,3
SMCR8,3
SMAD5,3
SMAD9,3
EPHX3,3
TBXAS1,3
MYBPC3,3
AHCY,3
AHCYL1,3
AHCYL2,3
SMOX,3
SMPD2,3
PHOSPHO2,3
MYO6,3
NAPRT,3
SMARCA2,3
SMARCA4,3
SMARCC1,3
SMARCC2,3
SMARCD1,3
SMARCD2,3
SMARCD3,3
SMARCE1,3
NAMPT,3
NANP,3
NANS,3
ATP synthase subunit f,3
MAGI2,3
MAGOH,3
HAL,3
NADK,3
NADK2,3
NADSYN1,3
NAGA,3
TCF3,3
EPAS1,3
EML4,3
ENAH,3
CCNH,3
PHKB,3
PHKG1,3
PHKG2,3
UGT8,3
PTS,3
PTTG1,3
PTTG2,3
COLGALT1,3
COLGALT2,3
COQ2,3
COQ3,3
COQ4,3
COQ5,3
COQ6,3
COQ7,3
SNCA,3
M6PR,3
ATG9A,3
ATG9B,3
HCK,3
TRAF4,3
CCL26,3
CCL27,3
HDAC11,3
NAGK,3
NAGLU,3
AGPS,3
PGLS,3
LPCAT4,3
LTB,3
PYCR1,3
PYCR2,3
PYCR3,3
LRP2,3
LRRC4C,3
RUNX1T1,3
HEPH,3
RAB39B,3
ATG3,3
PGM3,3
TBC1D4,3
TBX21,3
TBXA2R,3
ELANE,3
ELK4,3
PGP,3
NCOA4,3
NCBP2,3
LPCAT1,3
LPCAT2,3
HCFC1,3
EHMT1,3
EHMT2,3
HEPHL1,3
HDAC10,3
CCL8,3
CCL1,3
CCL14,3
CCL15,3
CCL16,3
CCL18,3
RRAGB,3
RRAGC,3
HDAC7,3
HDAC9,3
HGS,3
HGSNAT,3
TRPC3,3
TRPC6,3
CBR4,3
LLGL2,3
LRAT,3
QPRT,3
NCBP2L,3
NCKAP1,3
NCKAP1L,3
EIF2AK1,3
EIF4A3,3
EIF4B,3
EGLN1,3
EGLN2,3
EGLN3,3
EGR3,3
ATP5ME,3
LIPC,3
LIPF,3
LIPG,3
LIPT1,3
LIPT2,3
COX11,3
COX17,3
SORD,3
SORT1,3
EEF1A1,3
EEF1A2,3
LLGL1,3
RRAGD,3
HEXD,3
TRIM25,3
RRAGA,3
ACVR1B,3
ACVR1C,3
EEA1,3
SPAM1,3
E2F4,3
E2F5,3
PGAM5,3
ADK,3
ADPGK,3
CPA3,3
CPB2,3
CPOX,3
ADPRM,3
CCL23,3
CCL24,3
LIAS,3
LIFR,3
ATXN1,3
ATXN1L,3
DUSP6,3
TARDBP,3
ADA2,3
ADAM10,3
ACTG2,3
ACTL6A,3
ACTL6B,3
TRHR,3
HNRNPK,3
HOGA1,3
HMBS,3
HMOX2,3
ATXN2L,3
ATXN3,3
ATXN3L,3
RAD50,3
DYNC2LI1,3
XCL1,3
XCL2,3
XCR1,3
PF4V1,3
PFKFB4,3
RAE1,3
LCT,3
ATP5MF,3
ATP5MG,3
ATP5MGL,3
LFNG,3
B3GAT3,3
B3GNT2,3
B3GNT3,3
B4GALNT1,3
AWAT2,3
RANBP2,3
NECTIN3,3
NECTIN4,3
ACSM1,3
NEO1,3
B3GALNT1,3
RALBP1,3
CBR3,3
CASC3,3
LCLAT1,3
ATXN2,3
HSD17B1,3
HSD17B14,3
HSD17B2,3
B4GALT7,3
RAPGEF6,3
NEU2,3
NEU3,3
SPR,3
DSG2,3
DSP,3
DTYMK,3
NEU4,3
NF1,3
PF4,3
LBR,3
RASA2,3
CAPZA2,3
CAPZA3,3
CAPZB,3
CARD11,3
HPSE,3
PDX1,3
PDXK,3
PDXP,3
PENK,3
SPTAN1,3
DNMT3B,3
DOT1L,3
DPF1,3
HPSE2,3
HSPA4,3
HSD11B2,3
HTR3E,3
HSPB1,3
HTD2,3
KYNU,3
RASGRF1,3
DPF3,3
DPM2,3
NF2,3
ACOT7,3
ACOT8,3
ACP2,3
LAP3,3
B4GALT4,3
B4GALT5,3
TRPV4,3
TSG101,3
RBBP4,3
RBCK1,3
KRT9,3
KRTCAP2,3
KSR1,3
ICAM3,3
PDIA4,3
NFYA,3
NFYB,3
ACHE,3
ACIN1,3
DNM1L,3
DNMT1,3
SRD5A2,3
SRD5A3,3
HTR3D,3
HYAL3,3
HYAL4,3
RBM8A,3
B3GALT4,3
B3GALT5,3
B3GALT6,3
TACR1,3
TACR2,3
TACR3,3
CRPPA,3
NODAL,3
NMNAT1,3
PDE6G,3
PDE7A,3
PDE7B,3
RASGRP4,3
SRSF1,3
SRSF3,3
DKK4,3
DLG2,3
DLG3,3
ACE2,3
ACER1,3
ACER2,3
DMGDH,3
HTR3A,3
HTR3B,3
HTR3C,3
TSPO,3
TTN,3
HYAL1,3
HYAL2,3
KRT27,3
KRT28,3
KRT31,3
NMNAT2,3
NMNAT3,3
DKK1,3
DKK2,3
SRSF7,3
SSBP1,3
NPC1,3
UGCG,3
L1CAM,3
IAPP,3
CAPZA1,3
CALCR,3
SRR,3
CALCA,3
CALCB,3
CACNA1E,3
IFNE,3
KRT14,3
KRT15,3
KRT16,3
RCAN1,3
RCHY1,3
RDH11,3
RDH12,3
RDH13,3
KRT40,3
KRT25,3
KRT26,3
IDNK,3
KPNA3,3
KPNA4,3
KRT32,3
KRT33A,3
KRT33B,3
KRT34,3
KRT35,3
KRT36,3
KRT37,3
KRT38,3
KRT39,3
KRT10,3
KRT12,3
KRT13,3
IDS,3
IDUA,3
IL17RA,3
IL17RC,3
IGSF5,3
IL11RA,3
IFNK,3
CA4,3
PDE5A,3
PDE6A,3
PDE6B,3
DERL1,3
DHODH,3
DHRS3,3
DHRS4,3
SSTR3,3
IGF2R,3
KPNA2,3
REL,3
REN,3
KLRC1,3
IFNW1,3
C9orf72,3
C1GALT1,3
C1GALT1C1,3
C1GALT1C1L,3
KRT17,3
KRT18,3
KRT19,3
KRT20,3
KRT23,3
KRT24,3
KMT2D,3
IL17D,3
DEGS1,3
DEGS2,3
SYNJ1,3
BCO1,3
BST2,3
BTD,3
BUB1,3
IL27,3
IL27RA,3
IL18RAP,3
IL19,3
IL13RA1,3
KMO,3
KPNA5,3
KPNA6,3
KPNA7,3
KIR2DL5A,3
IL20,3
IL20RA,3
IL20RB,3
IL22RA1,3
KIR3DL1,3
KIR3DL2,3
KLRD1,3
XYLT1,3
XYLT2,3
DEFA1,3
DEFA1B,3
DEFA3,3
DGUOK,3
DHDH,3
DEFB4B,3
IL24,3
IMPA1,3
RGS2,3
KLF2,3
KIR2DL1,3
KIR2DL2,3
DGAT2,3
ST20-MTHFS,3
ST6GAL1,3
ST6GAL2,3
DDX5,3
ABO,3
NPY1R,3
PCYT2,3
KIR2DL3,3
KIR2DL4,3
PDCD6IP,3
PATJ,3
UBE3A,3
BCL6,3
RHOG,3
TUSC3,3
TXNRD1,3
TXNRD2,3
TXNRD3,3
BPNT2,3
RIMS1,3
RFK,3
RFNG,3
RFX5,3
RFXANK,3
RFXAP,3
IL9,3
IL9R,3
INPP5E,3
INPP5F,3
IMPA2,3
INHBA,3
INHBB,3
INHBC,3
PDCD1,3
ST6GALNAC3,3
ST6GALNAC4,3
DEFA4,3
DEFA5,3
DEFA6,3
DEFB4A,3
DCTPP1,3
IP6K3,3
IPMK,3
IPPK,3
INPP1,3
INPP4A,3
KCNK3,3
PCBP1,3
SYNJ2,3
DDX39B,3
DDX3X,3
DCN,3
DCT,3
DCTD,3
KCNMB1,3
KCNU1,3
KDSR,3
DAPK3,3
NSD2,3
NUP153,3
ZBTB16,3
NSF,3
NT5C3A,3
NT5C3B,3
SULT2A1,3
NRG1,3
UBE2L6,3
KCNMB3,3
KCNMB4,3
INHBE,3
INMT,3
IP6K1,3
IP6K2,3
RNF31,3
KCNJ11,3
BRK1,3
BMP5,3
INPP4B,3
ABCC5,3
ABCC8,3
SUFU,3
DAPK1,3
INPP5B,3
KCNMB2,3
UBA7,3
UBE2L3,3
NRG2,3
CYP8B1,3
DAPK2,3
NUP98,3
CXCL13,3
